epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,866.537,1.39708,0.98344,1.19274,0.76645,0.65935,0.75237,0.42608,1.39394,0.95033,1.18634,0.0013862,0.0013862,0.0013862
33,893.494,1.37241,0.95688,1.18072,0.75154,0.68719,0.75716,0.44018,1.36637,0.91049,1.18043,0.0013664,0.0013664,0.0013664
34,920.134,1.37538,0.97139,1.18965,0.73591,0.70144,0.76144,0.44198,1.35368,0.92283,1.16132,0.0013466,0.0013466,0.0013466
35,946.849,1.37573,0.95419,1.18145,0.74567,0.67425,0.74321,0.42647,1.38108,0.93818,1.1824,0.0013268,0.0013268,0.0013268
36,972.901,1.3701,0.9539,1.18244,0.73487,0.6677,0.73888,0.4253,1.39376,0.96168,1.19513,0.001307,0.001307,0.001307
37,999.55,1.36787,0.94336,1.17809,0.75459,0.68638,0.75445,0.43573,1.37485,0.91578,1.17755,0.0012872,0.0012872,0.0012872
38,1025.94,1.35323,0.91935,1.16812,0.75405,0.69325,0.76148,0.44001,1.36534,0.91622,1.17337,0.0012674,0.0012674,0.0012674
39,1052.9,1.33895,0.91516,1.16458,0.76703,0.69391,0.77184,0.45417,1.32795,0.8788,1.15497,0.0012476,0.0012476,0.0012476
40,1080,1.33914,0.89772,1.15346,0.75451,0.69014,0.75987,0.44082,1.35234,0.91105,1.16923,0.0012278,0.0012278,0.0012278
41,1105.74,1.32327,0.89238,1.15552,0.76272,0.71278,0.77128,0.44295,1.36584,0.87842,1.17312,0.001208,0.001208,0.001208
42,1131.33,1.32774,0.90699,1.15844,0.75122,0.70685,0.76924,0.44821,1.34723,0.88368,1.1686,0.0011882,0.0011882,0.0011882
43,1157.29,1.32222,0.89426,1.15726,0.77558,0.71503,0.78494,0.46564,1.30356,0.84673,1.13943,0.0011684,0.0011684,0.0011684
44,1183.94,1.3059,0.87204,1.14318,0.79507,0.72044,0.80226,0.47356,1.30536,0.83032,1.13077,0.0011486,0.0011486,0.0011486
45,1209.94,1.30187,0.85455,1.13752,0.79456,0.72715,0.80192,0.47827,1.30337,0.81443,1.12985,0.0011288,0.0011288,0.0011288
46,1235.85,1.29125,0.83476,1.12744,0.79781,0.71405,0.80008,0.47774,1.29515,0.81424,1.12531,0.001109,0.001109,0.001109
47,1261.77,1.29708,0.85026,1.13837,0.80405,0.71235,0.79798,0.48052,1.29985,0.81476,1.1329,0.0010892,0.0010892,0.0010892
48,1287.99,1.28885,0.83635,1.12229,0.78534,0.74357,0.80327,0.47881,1.2945,0.81218,1.11916,0.0010694,0.0010694,0.0010694
49,1313.88,1.2797,0.82424,1.12565,0.8049,0.68801,0.78619,0.4773,1.29744,0.81917,1.13688,0.0010496,0.0010496,0.0010496
50,1340.8,1.27524,0.81139,1.12474,0.79452,0.70423,0.7911,0.4715,1.3118,0.81761,1.13941,0.0010298,0.0010298,0.0010298
51,1367.4,1.26642,0.81558,1.12061,0.78963,0.73043,0.79964,0.47968,1.29098,0.79398,1.13038,0.00101,0.00101,0.00101
52,1394.28,1.26575,0.80655,1.12016,0.78699,0.72994,0.80446,0.49039,1.279,0.77748,1.12453,0.0009902,0.0009902,0.0009902
53,1421.14,1.25637,0.79225,1.11578,0.80661,0.72764,0.80418,0.48851,1.27817,0.78539,1.12212,0.0009704,0.0009704,0.0009704
54,1448.24,1.24394,0.7884,1.11315,0.79557,0.74599,0.80879,0.49223,1.26903,0.78664,1.11019,0.0009506,0.0009506,0.0009506
55,1475.46,1.24242,0.77341,1.10761,0.81685,0.73567,0.81929,0.5046,1.26101,0.75531,1.10564,0.0009308,0.0009308,0.0009308
56,1502.89,1.23024,0.78129,1.10676,0.81039,0.73862,0.81934,0.50235,1.26291,0.74721,1.10223,0.000911,0.000911,0.000911
57,1529.02,1.22545,0.75338,1.09505,0.81402,0.75418,0.82582,0.50651,1.2423,0.74311,1.09923,0.0008912,0.0008912,0.0008912
58,1555.2,1.22108,0.74518,1.09175,0.80622,0.75632,0.83043,0.51219,1.25063,0.72991,1.09792,0.0008714,0.0008714,0.0008714
59,1580.72,1.22044,0.74558,1.09379,0.82156,0.75854,0.83678,0.51755,1.23095,0.71421,1.09291,0.0008516,0.0008516,0.0008516
60,1606.07,1.20718,0.74498,1.08904,0.8168,0.75722,0.8328,0.51326,1.23749,0.73003,1.0919,0.0008318,0.0008318,0.0008318
61,1631.08,1.20619,0.73877,1.08597,0.83641,0.75611,0.83803,0.52492,1.22052,0.69745,1.08521,0.000812,0.000812,0.000812
62,1656.4,1.2033,0.73119,1.08437,0.83559,0.76575,0.84632,0.53099,1.2181,0.69276,1.08221,0.0007922,0.0007922,0.0007922
63,1682.03,1.18594,0.72094,1.0804,0.84115,0.76892,0.85215,0.532,1.20403,0.67842,1.0765,0.0007724,0.0007724,0.0007724
64,1707.43,1.19636,0.72583,1.08199,0.83703,0.77023,0.84859,0.53387,1.19668,0.67897,1.07023,0.0007526,0.0007526,0.0007526
65,1732.78,1.17272,0.70385,1.07208,0.82696,0.77956,0.84731,0.53512,1.2036,0.67531,1.07874,0.0007328,0.0007328,0.0007328
66,1759.07,1.17166,0.70605,1.07172,0.84111,0.7794,0.85341,0.53928,1.19632,0.67484,1.06473,0.000713,0.000713,0.000713
67,1786.18,1.17342,0.70316,1.0738,0.83766,0.7766,0.8529,0.54041,1.19523,0.66103,1.06489,0.0006932,0.0006932,0.0006932
68,1811.25,1.16149,0.69227,1.06506,0.83448,0.77694,0.84948,0.53704,1.18928,0.67656,1.06759,0.0006734,0.0006734,0.0006734
69,1841.03,1.1561,0.68543,1.06276,0.85411,0.78398,0.85811,0.5508,1.17118,0.63624,1.05831,0.0006536,0.0006536,0.0006536
70,1870.54,1.15265,0.683,1.05958,0.85412,0.77972,0.86176,0.55323,1.1634,0.64626,1.05207,0.0006338,0.0006338,0.0006338
71,1901.69,1.13434,0.67744,1.05968,0.84174,0.7889,0.86144,0.55272,1.17022,0.63978,1.05309,0.000614,0.000614,0.000614
72,1934.14,1.12368,0.66091,1.05302,0.84944,0.78611,0.86219,0.55497,1.16386,0.63659,1.05064,0.0005942,0.0005942,0.0005942
73,1968.24,1.12743,0.65337,1.05057,0.84792,0.79315,0.8696,0.56239,1.15052,0.62978,1.04182,0.0005744,0.0005744,0.0005744
74,2003.95,1.12504,0.65582,1.05068,0.84934,0.80134,0.87027,0.56246,1.14546,0.6264,1.04341,0.0005546,0.0005546,0.0005546
75,2036.95,1.11033,0.65012,1.04583,0.86787,0.79172,0.86996,0.56468,1.14593,0.61497,1.04113,0.0005348,0.0005348,0.0005348
76,2065.85,1.11023,0.64425,1.04247,0.87068,0.79577,0.87357,0.56362,1.14978,0.61187,1.04314,0.000515,0.000515,0.000515
77,2097.66,1.09891,0.64045,1.04127,0.87144,0.79234,0.87382,0.57208,1.13784,0.60834,1.04014,0.0004952,0.0004952,0.0004952
78,2130.5,1.07785,0.62358,1.02966,0.86656,0.80626,0.87583,0.57541,1.12451,0.59221,1.03138,0.0004754,0.0004754,0.0004754
79,2163.86,1.09002,0.62815,1.03518,0.85843,0.81232,0.87682,0.57249,1.136,0.59575,1.03561,0.0004556,0.0004556,0.0004556
80,2196.96,1.08297,0.61936,1.02693,0.87069,0.80855,0.88069,0.57504,1.12956,0.59757,1.03197,0.0004358,0.0004358,0.0004358
81,2223.99,1.06395,0.60777,1.02772,0.86811,0.81772,0.8865,0.58418,1.11875,0.5776,1.02927,0.000416,0.000416,0.000416
82,2249.11,1.06012,0.60369,1.02544,0.86795,0.81702,0.88608,0.58208,1.11414,0.58239,1.02555,0.0003962,0.0003962,0.0003962
83,2274.09,1.06423,0.60485,1.02243,0.8652,0.81888,0.88643,0.58628,1.10734,0.57294,1.02148,0.0003764,0.0003764,0.0003764
84,2304.4,1.05067,0.5976,1.01601,0.87744,0.82542,0.8899,0.58807,1.10677,0.56882,1.02325,0.0003566,0.0003566,0.0003566
85,2337.63,1.04204,0.59166,1.01477,0.87623,0.82378,0.88625,0.58705,1.09982,0.5738,1.0216,0.0003368,0.0003368,0.0003368
86,2370.37,1.03817,0.58438,1.00819,0.87582,0.82738,0.89173,0.59742,1.08802,0.55885,1.01197,0.000317,0.000317,0.000317
87,2403.53,1.03242,0.57456,1.00711,0.86295,0.8377,0.89215,0.59625,1.08835,0.55831,1.01499,0.0002972,0.0002972,0.0002972
88,2435.93,1.02522,0.57959,1.00872,0.87122,0.83099,0.89068,0.59793,1.07687,0.55324,1.01042,0.0002774,0.0002774,0.0002774
89,2469.23,1.01443,0.56907,1.0095,0.88033,0.82651,0.89475,0.60034,1.07421,0.55038,1.00998,0.0002576,0.0002576,0.0002576
90,2501.99,1.00724,0.56083,0.99812,0.87564,0.83262,0.89554,0.60186,1.07444,0.55159,1.00655,0.0002378,0.0002378,0.0002378
91,2537.38,1.02295,0.52273,0.98163,0.87408,0.83049,0.88893,0.596,1.07974,0.5495,1.00609,0.000218,0.000218,0.000218
92,2573.05,0.99261,0.50559,0.97126,0.88371,0.821,0.89481,0.60167,1.07486,0.54948,1.00792,0.0001982,0.0001982,0.0001982
93,2608.89,0.99853,0.50093,0.97645,0.89092,0.82755,0.89668,0.60375,1.06446,0.54407,1.00416,0.0001784,0.0001784,0.0001784
94,2640.54,0.9729,0.49294,0.9665,0.88286,0.83814,0.89767,0.60916,1.05439,0.53375,0.99846,0.0001586,0.0001586,0.0001586
95,2676.1,0.97503,0.48345,0.96307,0.88782,0.8386,0.90073,0.61049,1.05194,0.53794,0.99649,0.0001388,0.0001388,0.0001388
96,2710.84,0.97712,0.48608,0.9644,0.88526,0.83721,0.90129,0.61373,1.04375,0.53092,0.99062,0.000119,0.000119,0.000119
97,2745.53,0.96607,0.48205,0.96501,0.89173,0.83901,0.90482,0.61644,1.04013,0.52558,0.99047,9.92e-05,9.92e-05,9.92e-05
98,2780.28,0.96914,0.48133,0.96655,0.88601,0.84909,0.90543,0.61782,1.0349,0.52301,0.98945,7.94e-05,7.94e-05,7.94e-05
99,2815.47,0.95611,0.47392,0.96021,0.8865,0.84168,0.90604,0.61911,1.03532,0.52236,0.98964,5.96e-05,5.96e-05,5.96e-05
100,2850.94,0.95494,0.47314,0.96078,0.8901,0.8436,0.90589,0.62044,1.02982,0.51953,0.98709,3.98e-05,3.98e-05,3.98e-05
