epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,177.491,1.56561,1.31349,1.29006,0.6015,0.57188,0.5687,0.28054,1.69478,1.39483,1.35758,0.0014456,0.0014456,0.0014456
30,183.421,1.54215,1.24452,1.29499,0.59559,0.5861,0.58305,0.28914,1.69502,1.31091,1.34947,0.0014258,0.0014258,0.0014258
31,189.799,1.48883,1.21155,1.26464,0.60562,0.56161,0.56888,0.27438,1.75792,1.31008,1.40505,0.001406,0.001406,0.001406
32,195.927,1.49981,1.20201,1.28859,0.60803,0.5703,0.57543,0.28168,1.7025,1.30504,1.38572,0.0013862,0.0013862,0.0013862
33,202.008,1.4979,1.24503,1.27776,0.585,0.54894,0.57355,0.28183,1.69755,1.43627,1.35982,0.0013664,0.0013664,0.0013664
34,208.148,1.49385,1.17098,1.25352,0.62178,0.59084,0.59933,0.30173,1.67462,1.29262,1.36386,0.0013466,0.0013466,0.0013466
35,214.653,1.51263,1.18474,1.27563,0.61652,0.58161,0.60026,0.28937,1.67574,1.35619,1.342,0.0013268,0.0013268,0.0013268
36,220.85,1.50008,1.16268,1.2749,0.60609,0.55055,0.5668,0.29106,1.65481,1.34286,1.36846,0.001307,0.001307,0.001307
37,226.952,1.49209,1.16637,1.25894,0.60506,0.55181,0.57317,0.27928,1.69345,1.30495,1.36562,0.0012872,0.0012872,0.0012872
38,232.992,1.49579,1.19932,1.29138,0.6052,0.53791,0.56395,0.27902,1.70714,1.31641,1.38207,0.0012674,0.0012674,0.0012674
39,239.01,1.44043,1.14467,1.25864,0.57933,0.55766,0.56984,0.28874,1.65837,1.32465,1.34873,0.0012476,0.0012476,0.0012476
40,245.066,1.46687,1.1457,1.25898,0.59948,0.56039,0.59189,0.2935,1.67383,1.28471,1.35014,0.0012278,0.0012278,0.0012278
41,251.253,1.4589,1.10689,1.24678,0.61575,0.61216,0.60535,0.30021,1.66568,1.29704,1.35358,0.001208,0.001208,0.001208
42,257.267,1.47642,1.12835,1.24497,0.56994,0.57574,0.57551,0.28219,1.68472,1.30209,1.34667,0.0011882,0.0011882,0.0011882
43,263.26,1.47205,1.1335,1.24055,0.56486,0.52054,0.53392,0.26171,1.70735,1.40492,1.36622,0.0011684,0.0011684,0.0011684
44,269.514,1.45634,1.12273,1.25863,0.63421,0.58452,0.60984,0.30363,1.65371,1.25491,1.3449,0.0011486,0.0011486,0.0011486
45,276.044,1.46267,1.08251,1.22101,0.60893,0.57193,0.59509,0.29884,1.64372,1.28946,1.33126,0.0011288,0.0011288,0.0011288
46,282.024,1.40809,1.09836,1.22165,0.61647,0.57425,0.58638,0.29488,1.66565,1.27088,1.35346,0.001109,0.001109,0.001109
47,288.17,1.41149,1.05397,1.20812,0.6552,0.54785,0.59264,0.30129,1.66739,1.27534,1.35475,0.0010892,0.0010892,0.0010892
48,294.228,1.43544,1.0681,1.2337,0.62017,0.59454,0.61529,0.30466,1.6494,1.25092,1.32752,0.0010694,0.0010694,0.0010694
49,300.594,1.40566,1.07339,1.22439,0.59881,0.56709,0.58556,0.29898,1.6525,1.25106,1.32311,0.0010496,0.0010496,0.0010496
50,306.604,1.39485,1.0459,1.20501,0.63411,0.54897,0.58896,0.29798,1.65252,1.25986,1.35144,0.0010298,0.0010298,0.0010298
51,312.684,1.40002,1.04108,1.18882,0.57348,0.59901,0.57229,0.28824,1.66865,1.3247,1.36293,0.00101,0.00101,0.00101
52,318.836,1.40447,1.07952,1.22783,0.64502,0.57697,0.60497,0.3016,1.67501,1.2376,1.34946,0.0009902,0.0009902,0.0009902
53,324.944,1.4354,1.04987,1.22309,0.60674,0.55608,0.55841,0.28253,1.69846,1.2919,1.36162,0.0009704,0.0009704,0.0009704
54,331.005,1.39016,1.00973,1.20311,0.64826,0.56484,0.58939,0.29655,1.6871,1.26025,1.35198,0.0009506,0.0009506,0.0009506
55,337.171,1.34292,0.96849,1.17069,0.63745,0.54818,0.59027,0.29195,1.66342,1.26831,1.34316,0.0009308,0.0009308,0.0009308
56,343.342,1.38502,1.02473,1.20951,0.63178,0.57734,0.59405,0.30506,1.66226,1.24933,1.3574,0.000911,0.000911,0.000911
57,349.443,1.3598,0.98656,1.18617,0.5985,0.56951,0.58582,0.30372,1.65132,1.25482,1.3435,0.0008912,0.0008912,0.0008912
58,355.636,1.34225,0.96833,1.18596,0.63759,0.58215,0.59723,0.29931,1.65417,1.2221,1.34384,0.0008714,0.0008714,0.0008714
59,361.799,1.34699,0.93085,1.16799,0.66008,0.57425,0.60999,0.31887,1.62985,1.21143,1.321,0.0008516,0.0008516,0.0008516
60,368.217,1.36205,0.95967,1.17505,0.64703,0.56036,0.5987,0.31025,1.64374,1.23789,1.3288,0.0008318,0.0008318,0.0008318
61,374.279,1.32187,0.94754,1.18098,0.64592,0.57899,0.61075,0.31063,1.66698,1.24314,1.34153,0.000812,0.000812,0.000812
62,380.415,1.35096,0.9402,1.16394,0.60971,0.61058,0.61265,0.31572,1.63902,1.21259,1.32836,0.0007922,0.0007922,0.0007922
63,386.59,1.30181,0.91584,1.17057,0.64265,0.5624,0.60584,0.31009,1.66634,1.24226,1.35016,0.0007724,0.0007724,0.0007724
64,392.538,1.29681,0.93011,1.17366,0.62165,0.62295,0.61554,0.31702,1.6504,1.23216,1.34211,0.0007526,0.0007526,0.0007526
65,398.379,1.31343,0.9236,1.16984,0.62576,0.57188,0.60173,0.30895,1.65849,1.25573,1.3419,0.0007328,0.0007328,0.0007328
66,404.404,1.3346,0.93331,1.17975,0.63072,0.57188,0.58582,0.2977,1.66778,1.26914,1.35108,0.000713,0.000713,0.000713
67,410.189,1.29242,0.92269,1.15791,0.64639,0.59005,0.61214,0.31681,1.66265,1.25567,1.34938,0.0006932,0.0006932,0.0006932
68,415.96,1.29892,0.91528,1.16535,0.63945,0.59321,0.59861,0.31101,1.63368,1.24132,1.34272,0.0006734,0.0006734,0.0006734
69,421.668,1.31245,0.93571,1.17699,0.62923,0.58136,0.60509,0.31329,1.65542,1.2153,1.35546,0.0006536,0.0006536,0.0006536
70,427.505,1.31336,0.90539,1.16612,0.62941,0.57188,0.59989,0.30688,1.63797,1.2306,1.33653,0.0006338,0.0006338,0.0006338
71,433.211,1.27699,0.84165,1.13638,0.61137,0.60269,0.60166,0.31334,1.62675,1.2134,1.33235,0.000614,0.000614,0.000614
72,439.611,1.2588,0.86325,1.13154,0.62537,0.59953,0.61275,0.31331,1.66227,1.23263,1.35411,0.0005942,0.0005942,0.0005942
73,445.424,1.2793,0.88828,1.14133,0.61,0.60348,0.60744,0.31498,1.66786,1.19716,1.36017,0.0005744,0.0005744,0.0005744
74,452.086,1.23927,0.85277,1.14371,0.63092,0.59637,0.6052,0.30877,1.67241,1.22586,1.35289,0.0005546,0.0005546,0.0005546
75,458.529,1.25494,0.85322,1.14225,0.65744,0.56697,0.60884,0.31284,1.67564,1.22154,1.36814,0.0005348,0.0005348,0.0005348
76,464.508,1.24652,0.83735,1.13115,0.64279,0.59557,0.612,0.31521,1.64345,1.2016,1.33176,0.000515,0.000515,0.000515
77,470.669,1.22076,0.8226,1.11294,0.62984,0.63349,0.61863,0.32289,1.64115,1.19785,1.34338,0.0004952,0.0004952,0.0004952
78,477.21,1.25153,0.83,1.12718,0.64574,0.56007,0.60486,0.30919,1.65668,1.21315,1.34888,0.0004754,0.0004754,0.0004754
79,483.282,1.23224,0.84032,1.12226,0.67095,0.55292,0.6101,0.31009,1.67286,1.22099,1.35974,0.0004556,0.0004556,0.0004556
80,489.364,1.22761,0.79518,1.11293,0.63795,0.59479,0.61576,0.31801,1.64141,1.2042,1.34173,0.0004358,0.0004358,0.0004358
81,495.301,1.21808,0.799,1.09954,0.64537,0.61374,0.62128,0.32397,1.64035,1.18813,1.35445,0.000416,0.000416,0.000416
82,501.711,1.17316,0.78243,1.11723,0.64268,0.56398,0.60591,0.3087,1.67893,1.24747,1.37665,0.0003962,0.0003962,0.0003962
83,507.832,1.1942,0.78753,1.10832,0.64226,0.56003,0.59113,0.30468,1.65823,1.27147,1.36306,0.0003764,0.0003764,0.0003764
84,513.824,1.19898,0.79116,1.10475,0.62203,0.58238,0.59755,0.31218,1.61685,1.26096,1.31384,0.0003566,0.0003566,0.0003566
85,519.703,1.2027,0.80744,1.11233,0.61535,0.58633,0.60171,0.30983,1.65456,1.24268,1.3469,0.0003368,0.0003368,0.0003368
86,525.546,1.18916,0.76885,1.10396,0.60369,0.62164,0.60202,0.31589,1.63878,1.21061,1.35076,0.000317,0.000317,0.000317
87,531.417,1.18017,0.76546,1.08637,0.61666,0.609,0.60943,0.31699,1.63457,1.22806,1.33481,0.0002972,0.0002972,0.0002972
88,537.606,1.17341,0.77129,1.09055,0.60818,0.61181,0.6034,0.31582,1.65247,1.20988,1.35967,0.0002774,0.0002774,0.0002774
89,544.398,1.18494,0.761,1.09346,0.63404,0.58768,0.60553,0.31528,1.64207,1.2349,1.33357,0.0002576,0.0002576,0.0002576
90,550.103,1.13808,0.72252,1.075,0.65582,0.56477,0.59831,0.31009,1.66015,1.24919,1.36065,0.0002378,0.0002378,0.0002378
91,556.214,1.2045,0.77585,1.10429,0.63965,0.57662,0.60569,0.31362,1.66754,1.20925,1.37759,0.000218,0.000218,0.000218
92,561.994,1.16208,0.71924,1.08231,0.6502,0.60742,0.6187,0.32182,1.64054,1.19229,1.35403,0.0001982,0.0001982,0.0001982
93,568.005,1.1615,0.70201,1.07076,0.66301,0.58294,0.61284,0.32116,1.64145,1.22047,1.35152,0.0001784,0.0001784,0.0001784
94,574.058,1.14573,0.69067,1.07691,0.64001,0.60427,0.61943,0.32293,1.63342,1.19198,1.34705,0.0001586,0.0001586,0.0001586
95,580.121,1.15329,0.69513,1.07229,0.63764,0.57961,0.60594,0.31791,1.63476,1.22486,1.35748,0.0001388,0.0001388,0.0001388
96,585.982,1.13646,0.67435,1.06274,0.6487,0.57899,0.60806,0.31962,1.63884,1.23449,1.35191,0.000119,0.000119,0.000119
97,591.798,1.11887,0.66019,1.05542,0.64972,0.59479,0.60679,0.31837,1.6493,1.22345,1.35732,9.92e-05,9.92e-05,9.92e-05
98,597.621,1.12192,0.65116,1.05242,0.62361,0.61769,0.61153,0.32044,1.63764,1.22574,1.35064,7.94e-05,7.94e-05,7.94e-05
99,603.434,1.13414,0.66165,1.0687,0.63311,0.59795,0.60606,0.32058,1.63456,1.22832,1.34864,5.96e-05,5.96e-05,5.96e-05
100,609.237,1.11297,0.65495,1.04671,0.61665,0.60585,0.60896,0.31863,1.63775,1.24206,1.34808,3.98e-05,3.98e-05,3.98e-05
