epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,1633.37,2.12557,1.21321,2.03507,0.67082,0.55534,0.58469,0.30033,3.50129,2.97509,2.86192,0.0002081,0.0002081,0.0002081
183,1640.65,2.07992,1.18479,1.99221,0.64115,0.58452,0.58847,0.3041,3.48573,2.91812,2.86023,0.0001982,0.0001982,0.0001982
184,1648.18,1.98988,1.14375,1.9775,0.63088,0.57243,0.58047,0.30039,3.49366,2.95158,2.87486,0.0001883,0.0001883,0.0001883
185,1655.61,2.00009,1.13185,1.99982,0.66311,0.54883,0.5754,0.29906,3.5008,2.98115,2.88113,0.0001784,0.0001784,0.0001784
186,1662.91,1.96563,1.11565,1.99547,0.63227,0.57314,0.57825,0.3033,3.49653,3.00996,2.88809,0.0001685,0.0001685,0.0001685
187,1670.29,2.0067,1.13492,1.99591,0.59937,0.60585,0.57951,0.3033,3.49659,2.9666,2.89327,0.0001586,0.0001586,0.0001586
188,1677.76,1.96332,1.11784,1.98813,0.6393,0.57267,0.58033,0.30013,3.52119,2.98102,2.9004,0.0001487,0.0001487,0.0001487
189,1685.16,2.02961,1.15622,2.01723,0.67445,0.54657,0.57893,0.30356,3.4996,2.95754,2.89819,0.0001388,0.0001388,0.0001388
190,1692.53,2.00775,1.13014,1.97831,0.67013,0.56162,0.57929,0.30091,3.49526,3.0213,2.88147,0.0001289,0.0001289,0.0001289
191,1700.35,2.01465,1.05859,1.95301,0.64049,0.57978,0.57538,0.30054,3.51823,2.92404,2.92888,0.000119,0.000119,0.000119
192,1707.8,1.94734,0.99645,1.92851,0.67109,0.56556,0.58058,0.30163,3.52449,2.83831,2.95752,0.0001091,0.0001091,0.0001091
193,1714.98,1.95755,0.98642,1.94528,0.64684,0.58057,0.58087,0.30039,3.51075,2.91971,2.947,9.92e-05,9.92e-05,9.92e-05
